T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT,DISTRICT NAME,CHARTER STATUS,GRADE,ENROLLMENT
2023-2024,7,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Grade 6,<10
2023-2024,7,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Grade 7,<10
2023-2024,7,SHELBY COUNTY,210906,EXCELSIOR ISD,TRADITIONAL ISD/CSD,Grade 8,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Kindergarten,12
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 1,11
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 2,10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 3,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 4,14
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 5,11
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 6,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 7,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 8,13
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 9,11
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 10,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 11,<10
2023-2024,3,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,Grade 12,<10
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<50
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Kindergarten,130
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 1,131
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 2,145
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 3,142
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 4,135
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 5,136
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 6,119
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 7,144
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 8,152
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 9,175
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 10,185
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 11,138
2023-2024,19,EL PASO COUNTY,71903,FABENS ISD,TRADITIONAL ISD/CSD,Grade 12,125
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<70
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Kindergarten,80
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 1,121
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 2,107
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 3,122
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 4,115
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 5,134
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 6,126
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 7,142
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 8,130
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 9,150
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 10,133
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 11,131
2023-2024,12,FREESTONE COUNTY,81902,FAIRFIELD ISD,TRADITIONAL ISD/CSD,Grade 12,109
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Early Education,110
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Pre-kindergarten,153
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Kindergarten,181
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 1,195
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 2,200
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 3,194
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 4,198
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 5,196
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 6,224
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 7,266
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 8,246
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 9,216
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 10,180
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 11,168
2023-2024,10,ELLIS COUNTY,70801,FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,Grade 12,155
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<20
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Kindergarten,27
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 1,31
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 2,33
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 3,39
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 4,39
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 5,32
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 6,32
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 7,32
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 8,32
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 9,30
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 10,37
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 11,24
2023-2024,20,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,Grade 12,32
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,23
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Kindergarten,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 1,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 2,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 3,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 4,11
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 5,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 6,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 7,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 8,11
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 9,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 10,12
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 11,<10
2023-2024,8,DELTA COUNTY,60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,Grade 12,10
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Early Education,11
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,68
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Kindergarten,154
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 1,164
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 2,156
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 3,171
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 4,153
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 5,157
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 6,168
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 7,158
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 8,196
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 9,171
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 10,180
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 11,172
2023-2024,10,COLLIN COUNTY,43904,FARMERSVILLE ISD,TRADITIONAL ISD/CSD,Grade 12,157
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<20
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Kindergarten,50
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 1,49
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 2,50
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 3,37
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 4,43
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 5,37
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 6,48
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 7,43
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 8,55
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 9,52
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 10,44
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 11,36
2023-2024,16,PARMER COUNTY,185902,FARWELL ISD,TRADITIONAL ISD/CSD,Grade 12,40
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<20
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Kindergarten,17
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 1,17
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 2,22
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 3,26
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 4,16
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 5,20
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 6,15
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 7,18
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 8,29
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 9,24
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 10,22
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 11,24
2023-2024,13,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,Grade 12,26
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<150
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Kindergarten,167
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 1,217
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 2,231
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 3,215
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 4,199
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 5,196
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 6,191
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 7,213
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 8,202
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 9,238
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 10,246
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 11,218
2023-2024,10,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,Grade 12,188
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,35
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Kindergarten,54
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 1,50
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 2,44
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 3,52
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 4,50
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 5,<40
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 6,33
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 7,52
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 8,47
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 9,56
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 10,51
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 11,51
2023-2024,13,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,Grade 12,52
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<40
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Kindergarten,77
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 1,79
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 2,83
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 3,77
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 4,82
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 5,90
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 6,76
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 7,96
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 8,78
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 9,97
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 10,95
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 11,91
2023-2024,13,WILLIAMSON COUNTY,246902,FLORENCE ISD,TRADITIONAL ISD/CSD,Grade 12,87
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Early Education,11
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,174
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Kindergarten,251
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 1,261
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 2,310
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 3,322
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 4,292
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 5,280
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 6,300
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 7,284
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 8,324
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 9,335
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 10,316
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 11,334
2023-2024,20,WILSON COUNTY,247901,FLORESVILLE ISD,TRADITIONAL ISD/CSD,Grade 12,286
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Early Education,30
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,126
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Kindergarten,307
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 1,386
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 2,371
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 3,365
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 4,366
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 5,415
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 6,434
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 7,458
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 8,442
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 9,556
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 10,530
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 11,443
2023-2024,2,NUECES COUNTY,178914,FLOUR BLUFF ISD,TRADITIONAL ISD/CSD,Grade 12,436
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,40
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Kindergarten,57
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 1,44
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 2,<40
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 3,44
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 4,43
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 5,43
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 6,52
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 7,51
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 8,51
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 9,56
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 10,62
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 11,50
2023-2024,17,FLOYD COUNTY,77901,FLOYDADA COLLEGIATE ISD,TRADITIONAL ISD/CSD,Grade 12,50
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,11
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Kindergarten,12
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 1,<10
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 2,<10
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 3,13
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 4,17
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 5,12
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 6,<10
2023-2024,16,LIPSCOMB COUNTY,148902,FOLLETT ISD,TRADITIONAL ISD/CSD,Grade 7,10
